what is the distribution across payment method for the 100 customers with the highest total revenue vs overall distribution across the payment methods .\tThe corrected SQL query is:\n\n```\nWITH top_100_dist AS (\n  SELECT customer_id, total_charges\n  FROM cutomer_retention.public.telecom_data\n  ORDER BY total_charges DESC \n  LIMIT 100\n)\nSELECT 'top_100' AS distribution, payment_method, COUNT(*) AS count\nFROM cutomer_retention.public.telecom_data a\nWHERE customer_id IN (SELECT customer_id FROM top_100_dist)\nGROUP BY 1, 2\nUNION\nSELECT 'overall' AS distribution, payment_method, COUNT(*) AS count\nFROM cutomer_retention.public.telecom_data a\nGROUP BY 1, 2; \n```\n\nThe error occurred because there was text before the SQL code.
在总收入最高的100位客户中，各种支付方式的分布情况与整体支付方式的分布有何差异？\tThe corrected SQL query is:\n\n```\nWITH top_100_dist AS (\n  SELECT customer_id, total_charges\n  FROM cutomer_retention.public.telecom_data\n  ORDER BY total_charges DESC \n  LIMIT 100\n)\nSELECT 'top_100' AS distribution, payment_method, COUNT(*) AS count\nFROM cutomer_retention.public.telecom_data a\nWHERE customer_id IN (SELECT customer_id FROM top_100_dist)\nGROUP BY 1, 2\nUNION\nSELECT 'overall' AS distribution, payment_method, COUNT(*) AS count\nFROM cutomer_retention.public.telecom_data a\nGROUP BY 1, 2; \n```\n\nThe error occurred because there was text before the SQL code.
what is the distribution of revenue per customer  ?\tSELECT case when total_revenue < 500 then '500' \n            when total_revenue >=500 and total_revenue <1000 then '500-999'\n            when total_revenue >=1000 and total_revenue <1500 then '1000-1499'\n            when total_revenue >=1500 and total_revenue <2000 then '1500-1999'\n            when total_revenue >=2000 and total_revenue <2500 then '2000-2499'\n            when total_revenue >=2500 and total_revenue <3000 then '2500-2999'\n            when total_revenue >=3000 and total_revenue <3500 then '3000-3499'\n            else '>=3500' end as rev_bucket,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1 \nORDER BY 1
每位客户的收入分布情况如何？\tSELECT case when total_revenue < 500 then '500' \n            when total_revenue >=500 and total_revenue <1000 then '500-999'\n            when total_revenue >=1000 and total_revenue <1500 then '1000-1499'\n            when total_revenue >=1500 and total_revenue <2000 then '1500-1999'\n            when total_revenue >=2000 and total_revenue <2500 then '2000-2499'\n            when total_revenue >=2500 and total_revenue <3000 then '2500-2999'\n            when total_revenue >=3000 and total_revenue <3500 then '3000-3499'\n            else '>=3500' end as rev_bucket,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1 \nORDER BY 1
What is the tenure of the users who have churned due to a competitor related issue\tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)\n
因竞争对手问题而流失的用户任期是多久？\tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)\n
What are the tenure wise churned users where churn reason is related to the competitor. \tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)
按任期划分的因竞争对手原因流失的用户情况如何？\tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)
which 5 cities have the highest churned users due to attitude of customer support ?\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason = 'Attitude of support person'\n   and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
哪些城市的用户因客户支持态度问题而流失最多？以下是五个流失用户最高的城市：\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason = 'Attitude of support person'\n   and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
what is the distribution of churned users across age ? \tSELECT case when age between 18 and\n                 24 then '18-24'\n            when age between 25 and\n                 34 then '25-34'\n            when age between 35 and\n                 44 then '35-44'\n            when age between 45 and\n                 54 then '45-54'\n            when age between 55 and\n                 64 then '55-64'\n            when age >= 65 then '65+'\n            else 'Others' end as age_group,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1;
流失用户在各年龄段的分布情况如何？\tSELECT case when age between 18 and\n                 24 then '18-24'\n            when age between 25 and\n                 34 then '25-34'\n            when age between 35 and\n                 44 then '35-44'\n            when age between 45 and\n                 54 then '45-54'\n            when age between 55 and\n                 64 then '55-64'\n            when age >= 65 then '65+'\n            else 'Others' end as age_group,\n       count(case when customer_status = 'Churned' then customer_id\n                  else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1;
plot  churn% basis tenure as a bar chart, divide tenure into 10 buckets \tSELECT concat(floor(tenure_in_months/ 10) * 10,\n              '-',\n              floor(tenure_in_months/ 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
以柱状图展示流失率，基于用户任期，将任期分为10个区间。\tSELECT concat(floor(tenure_in_months/ 10) * 10,\n              '-',\n              floor(tenure_in_months/ 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what are the 10 cities with most churned users in the 0–12 month tenure which have churned due to competitor related issues along with the overall churn percent in that city\xa0?\twith churn_data as \n(\nSELECT city,\n        count(case when churn_reason ilike '%competitor%' and\n               customer_status = 'Churned' and tenure_in_months between 0 and 12 then    customer_id end) as churned_competitor_users,\n         count(case when customer_status = 'Churned' and\n               tenure_in_months between 0 and 12 then customer_id end) as churned_users,\n         count(case when tenure_in_months between 0 and 12 then customer_id end) as total_users\n                    \nFROM   cutomer_retention.public.telecom_data\nGROUP BY city\n)\n\n\n\n\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent,\n       (cd.churned_competitor_users * 100.0 / cd.churned_users) as churned_competitor_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10;\n
在0-12个月内流失用户最多的10个城市中，因竞争对手相关问题而流失的用户及其整体流失百分比分别是多少？\twith churn_data as \n(\nSELECT city,\n        count(case when churn_reason ilike '%competitor%' and\n               customer_status = 'Churned' and tenure_in_months between 0 and 12 then    customer_id end) as churned_competitor_users,\n         count(case when customer_status = 'Churned' and\n               tenure_in_months between 0 and 12 then customer_id end) as churned_users,\n         count(case when tenure_in_months between 0 and 12 then customer_id end) as total_users\n                    \nFROM   cutomer_retention.public.telecom_data\nGROUP BY city\n)\n\n\n\n\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent,\n       (cd.churned_competitor_users * 100.0 / cd.churned_users) as churned_competitor_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10;\n
what is the churn % for the customers who a phone service v/s those who dont ?\tSELECT phone_service,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY phone_service
有电话服务与无电话服务的客户流失率分别是多少？\tSELECT phone_service,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY phone_service
what are the 10 cities with most churned users in the 0-12 month tenure which have churned due to competitor related issue ?\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason ilike '%competitor%'\n   and customer_status = 'Churned'\n   and tenure_in_months between 0\n   and 12\nGROUP BY 1\nORDER BY 2 desc limit 10;
在0-12个月内流失用户最多的10个城市中，因竞争对手相关问题而流失的城市有哪些？\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason ilike '%competitor%'\n   and customer_status = 'Churned'\n   and tenure_in_months between 0\n   and 12\nGROUP BY 1\nORDER BY 2 desc limit 10;
what % of customers with dependants have multiple lines  v/s those who don't have ? \tSELECT case when number_of_dependents > 0 then 'Has dependants' else 'No dependants' end as cohort,\n       count(distinct case when multiple_lines = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as multiple_lines_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY cohort;
有家属的客户中拥有多条线路的比例与无家属的客户相比如何？\tSELECT case when number_of_dependents > 0 then 'Has dependants' else 'No dependants' end as cohort,\n       count(distinct case when multiple_lines = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as multiple_lines_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY cohort;
what is the 5 most popular churn reason across 2 cities with most customers, the churned users must have greater than 100 revenue\twith city_names as (SELECT city,\n                           count(*) as total_customers\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY 1\n                    ORDER BY 2 desc limit 2\n                    )\n\nSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data cc\nWHERE  city in (SELECT city\n                FROM   city_names) and customer_status = 'Churned' and total_revenue > 100\nGROUP BY 1\nORDER BY 2 desc limit 5
在拥有最多客户的两个城市中，最常见的五个流失原因是什么？流失用户必须有超过100的收入。\twith city_names as (SELECT city,\n                           count(*) as total_customers\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY 1\n                    ORDER BY 2 desc limit 2\n                    )\n\nSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data cc\nWHERE  city in (SELECT city\n                FROM   city_names) and customer_status = 'Churned' and total_revenue > 100\nGROUP BY 1\nORDER BY 2 desc limit 5
what is the churn% across males and females ?\tSELECT gender,\n       count(case when customer_status = 'Churned' then customer_id else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data t\nGROUP BY gender;
男性与女性的流失率分别是多少？\tSELECT gender,\n       count(case when customer_status = 'Churned' then customer_id else null end)*100.0/count(*) as churn_percentage\nFROM   cutomer_retention.public.telecom_data t\nGROUP BY gender;
What % of users with less than 1500, and revenue greater than 4000 have premium tech support respectively ?\tSELECT bucket,\n       count(distinct case when premium_tech_support = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as percentage_of_users_with_premium_tech_support\nFROM   (SELECT customer_id,\n               case when total_revenue < 1500 then 'less than 1500'\n                    when total_revenue > 4000 then 'greater than 4000' end as bucket,\n               premium_tech_support\n        FROM   cutomer_retention.public.telecom_data\n        WHERE  total_revenue < 1500\n            or total_revenue > 4000) a\nGROUP BY bucket\n
拥有少于1500名用户且收入超过4000的用户中，分别有多少百分比享有高级技术支持？\tSELECT bucket,\n       count(distinct case when premium_tech_support = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as percentage_of_users_with_premium_tech_support\nFROM   (SELECT customer_id,\n               case when total_revenue < 1500 then 'less than 1500'\n                    when total_revenue > 4000 then 'greater than 4000' end as bucket,\n               premium_tech_support\n        FROM   cutomer_retention.public.telecom_data\n        WHERE  total_revenue < 1500\n            or total_revenue > 4000) a\nGROUP BY bucket\n
What is the tenure of the users who have churned due to a competitor related issue.\tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)
因竞争对手问题而流失的用户的服务期限是多久？\tSELECT concat(floor(tenure_in_months/6) * 6,\n              '-',\n              floor(tenure_in_months/6) * 6 + 5) as tenure_range,\n       count(distinct case when churn_reason ilike '%competitor%' and\n                                customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY min(tenure_in_months)
what are average, median, and 95th percentile monthly charges for churned users v/s stayed users  ?\tSELECT customer_status,\n       avg(monthly_charge) as avg_monthly_charges,\n       percentile_cont(0.5) within group (ORDER BY monthly_charge) as median_monthly_charges,\n       percentile_cont(0.95) within group (ORDER BY monthly_charge) as percentile_95_monthly_charges\nFROM   cutomer_retention.public.telecom_data\nWHERE  monthly_charge is not null\nGROUP BY customer_status
流失用户与留存用户的平均、中位数及95百分位月费用分别是多少？\tSELECT customer_status,\n       avg(monthly_charge) as avg_monthly_charges,\n       percentile_cont(0.5) within group (ORDER BY monthly_charge) as median_monthly_charges,\n       percentile_cont(0.95) within group (ORDER BY monthly_charge) as percentile_95_monthly_charges\nFROM   cutomer_retention.public.telecom_data\nWHERE  monthly_charge is not null\nGROUP BY customer_status
what is the 5 most popular churn reason across 2 cities with most customers ? \twith city_names as (SELECT city,\n                           count(*) as total_customers\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY 1\n                    ORDER BY 2 desc limit 2)\nSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  city in (SELECT city\n                FROM   city_names) and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5
在拥有最多客户的两个城市中，最常见的五个流失原因是什么？\twith city_names as (SELECT city,\n                           count(*) as total_customers\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY 1\n                    ORDER BY 2 desc limit 2)\nSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  city in (SELECT city\n                FROM   city_names) and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5
what is the churn % for the customers who have a tenure of greater than 12 months and those who have a tenure of less than 12 months ?\tSELECT case when tenure_in_months > 12 then 'Greater than 12 months'\n            else 'Less than 12 months' end as tenure_group,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY tenure_group
客户中，服务期限超过12个月的和不足12个月的，各自的流失率是多少？\tSELECT case when tenure_in_months > 12 then 'Greater than 12 months'\n            else 'Less than 12 months' end as tenure_group,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY tenure_group
Which are the top 10 cities with the highest number and percentage of users with less than 12 months who churned due to a competitor?\twith churn_data as (SELECT city,\n                           count(case when churn_reason ilike '%competitor%' and\n                                           customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_competitor_users,\n                           count(case when customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_users,\n                           count(case when tenure_in_months between 0 and\n                                           12 then customer_id end) as total_users\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY city)\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent,\n       (cd.churned_competitor_users * 100.0 / cd.churned_users) as churned_competitor_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10;
哪些是用户不满一年就因竞争对手而流失的数量和比例最高的十大城市？\twith churn_data as (SELECT city,\n                           count(case when churn_reason ilike '%competitor%' and\n                                           customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_competitor_users,\n                           count(case when customer_status = 'Churned' and\n                                           tenure_in_months between 0 and\n                                           12 then customer_id end) as churned_users,\n                           count(case when tenure_in_months between 0 and\n                                           12 then customer_id end) as total_users\n                    FROM   cutomer_retention.public.telecom_data\n                    GROUP BY city)\nSELECT cd.city,\n       cd.churned_competitor_users,\n       cd.total_users,\n       cd.churned_users,\n       (cd.churned_users * 100.0 / cd.total_users) as overall_churn_percent,\n       (cd.churned_competitor_users * 100.0 / cd.churned_users) as churned_competitor_percent\nFROM   churn_data cd\nWHERE  cd.churned_competitor_users is not null\nORDER BY cd.churned_competitor_users desc limit 10;
what are the top 5 reasons for churn of customers ? \tSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
客户流失的五大原因是什么？\tSELECT churn_reason,\n       count(*) as total_churns\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 5;
what are the tenure wise churned churned users. bucket tenure as 6months \tSELECT concat(floor(tenure_in_months/ 6) * 6,\n              '-',\n              floor(tenure_in_months/ 6) * 6 + 5) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
按任期划分的流失用户情况：将任期分为6个月为一个区间。\tSELECT concat(floor(tenure_in_months/ 6) * 6,\n              '-',\n              floor(tenure_in_months/ 6) * 6 + 5) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) as churned_users\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what are the 4 biggest churn categories ?\tSELECT churn_category,\n       count(*)\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY count(*) desc limit 4;
四大流失类别是什么？\tSELECT churn_category,\n       count(*)\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nORDER BY count(*) desc limit 4;
what % of users with revenue less than 1500  and with revenue greater than 4000 have premium tech support ?\tSELECT bucket,\n       count(distinct case when premium_tech_support = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as percentage_of_users_with_premium_tech_support\nFROM   (SELECT customer_id,\n               case when total_revenue < 1500 then 'less than 1500'\n                    when total_revenue > 4000 then 'greater than 4000' end as bucket,\n               premium_tech_support\n        FROM   cutomer_retention.public.telecom_data\n        WHERE  total_revenue < 1500\n            or total_revenue > 4000) a\nGROUP BY bucket
收入低于1500和高于4000的用户中，拥有高级技术支持的比例是多少？\tSELECT bucket,\n       count(distinct case when premium_tech_support = 'Yes' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as percentage_of_users_with_premium_tech_support\nFROM   (SELECT customer_id,\n               case when total_revenue < 1500 then 'less than 1500'\n                    when total_revenue > 4000 then 'greater than 4000' end as bucket,\n               premium_tech_support\n        FROM   cutomer_retention.public.telecom_data\n        WHERE  total_revenue < 1500\n            or total_revenue > 4000) a\nGROUP BY bucket
what is the distribution across payment method for the 100 customers with the highest total revenue vs overall distribution across the payment methods \tHere's the corrected SQL query:\n\n```\n-- Overall distribution\nWITH top_100_dist AS (\n  SELECT customer_id, total_revenue\n  FROM cutomer_retention.public.telecom_data\n  ORDER BY 2 DESC \n  LIMIT 100\n)\nSELECT 'top_100', payment_method, count(*) AS count\nFROM cutomer_retention.public.telecom_data a \nWHERE customer_id IN (SELECT customer_id FROM top_100_dist)\nGROUP BY 1,2\nUNION \nSELECT 'overall', payment_method, count(*) AS count\nFROM cutomer_retention.public.telecom_data a \nGROUP BY 1,2\n``` \n\nI replaced `user_id` with `customer_id` in the `WHERE` clause of the first `SELECT` statement because the `customer_id` is the column being selected in the `WITH` clause.
在总收入最高的100位客户中，各种支付方式的分布情况与整体支付方式的分布有何不同？\tHere's the corrected SQL query:\n\n```\n-- Overall distribution\nWITH top_100_dist AS (\n  SELECT customer_id, total_revenue\n  FROM cutomer_retention.public.telecom_data\n  ORDER BY 2 DESC \n  LIMIT 100\n)\nSELECT 'top_100', payment_method, count(*) AS count\nFROM cutomer_retention.public.telecom_data a \nWHERE customer_id IN (SELECT customer_id FROM top_100_dist)\nGROUP BY 1,2\nUNION \nSELECT 'overall', payment_method, count(*) AS count\nFROM cutomer_retention.public.telecom_data a \nGROUP BY 1,2\n``` \n\nI replaced `user_id` with `customer_id` in the `WHERE` clause of the first `SELECT` statement because the `customer_id` is the column being selected in the `WITH` clause.
which city has the highest churned users due to attitude of customer support ?\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason = 'Attitude of support person'\n   and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 1;
哪个城市因客户支持态度问题流失用户最多？\tSELECT city,\n       count(*) as total_churned_users\nFROM   cutomer_retention.public.telecom_data\nWHERE  churn_reason = 'Attitude of support person'\n   and customer_status = 'Churned'\nGROUP BY 1\nORDER BY 2 desc limit 1;
What are the top 5 reasons for churn of customers ?\tSELECT churn_reason,\n       count(*) as total_churns\nFROM   public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY churn_reason\nORDER BY total_churns desc limit 5;
客户流失的五大原因是什么？\tSELECT churn_reason,\n       count(*) as total_churns\nFROM   public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY churn_reason\nORDER BY total_churns desc limit 5;
what are the 2 biggest churn categories ?\tSELECT churn_category,\n       count(*)\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nlimit 2;
两大流失类别是什么？\tSELECT churn_category,\n       count(*)\nFROM   cutomer_retention.public.telecom_data\nWHERE  customer_status = 'Churned'\nGROUP BY 1\nlimit 2;
what is the distribution of churned users across age compared it to stayed users?\tSELECT age_group,\n       churned_users,\n       stayed_users\nFROM   (SELECT case when age between 18 and\n                         24 then '18-24'\n                    when age between 25 and\n                         34 then '25-34'\n                    when age between 35 and\n                         44 then '35-44'\n                    when age between 45 and\n                         54 then '45-54'\n                    when age between 55 and\n                         64 then '55-64'\n                    when age >= 65 then '65+'\n                    else 'Others' end as age_group,\n               count(distinct case when customer_status = 'Churned' then customer_id\n                                   else null end) as churned_users,\n               count(distinct case when customer_status = 'Stayed' then customer_id\n                                   else null end) as stayed_users\n        FROM   cutomer_retention.public.telecom_data\n        GROUP BY 1) t
流失用户与留存用户在年龄分布上有何差异？\tSELECT age_group,\n       churned_users,\n       stayed_users\nFROM   (SELECT case when age between 18 and\n                         24 then '18-24'\n                    when age between 25 and\n                         34 then '25-34'\n                    when age between 35 and\n                         44 then '35-44'\n                    when age between 45 and\n                         54 then '45-54'\n                    when age between 55 and\n                         64 then '55-64'\n                    when age >= 65 then '65+'\n                    else 'Others' end as age_group,\n               count(distinct case when customer_status = 'Churned' then customer_id\n                                   else null end) as churned_users,\n               count(distinct case when customer_status = 'Stayed' then customer_id\n                                   else null end) as stayed_users\n        FROM   cutomer_retention.public.telecom_data\n        GROUP BY 1) t
what is the distribution of churned users across age compared it to stayed users? \tSELECT age_group,\n       churned_users,\n       stayed_users\nFROM   (SELECT case when age between 18 and\n                         24 then '18-24'\n                    when age between 25 and\n                         34 then '25-34'\n                    when age between 35 and\n                         44 then '35-44'\n                    when age between 45 and\n                         54 then '45-54'\n                    when age between 55 and\n                         64 then '55-64'\n                    when age >= 65 then '65+'\n                    else 'Others' end as age_group,\n               count(distinct case when customer_status = 'Churned' then customer_id\n                                   else null end) as churned_users,\n               count(distinct case when customer_status = 'Stayed' then customer_id\n                                   else null end) as stayed_users\n        FROM   cutomer_retention.public.telecom_data\n        GROUP BY 1) t
流失用户与留存用户在年龄分布上有何差异？\tSELECT age_group,\n       churned_users,\n       stayed_users\nFROM   (SELECT case when age between 18 and\n                         24 then '18-24'\n                    when age between 25 and\n                         34 then '25-34'\n                    when age between 35 and\n                         44 then '35-44'\n                    when age between 45 and\n                         54 then '45-54'\n                    when age between 55 and\n                         64 then '55-64'\n                    when age >= 65 then '65+'\n                    else 'Others' end as age_group,\n               count(distinct case when customer_status = 'Churned' then customer_id\n                                   else null end) as churned_users,\n               count(distinct case when customer_status = 'Stayed' then customer_id\n                                   else null end) as stayed_users\n        FROM   cutomer_retention.public.telecom_data\n        GROUP BY 1) t
do married customers have more number of lines per user \tSELECT married,\n       COUNT(case when multiple_lines = 'Yes' then customer_id else null end) *100 / COUNT(customer_id) as multiple_lines_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1;
已婚客户的用户人均线路数是否更多？\tSELECT married,\n       COUNT(case when multiple_lines = 'Yes' then customer_id else null end) *100 / COUNT(customer_id) as multiple_lines_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1;
plot  churn% basis tenure as a bar chart, divide tenure into 10 buckets as a bar chart. \tSELECT concat(floor(tenure_in_months / 10) * 10,\n              '-',\n              floor(tenure_in_months / 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY tenure_range;
根据用户留存率（churn%）以用户使用时长为基准绘制条形图，将使用时长划分为10个区间，同样以条形图展示。\tSELECT concat(floor(tenure_in_months / 10) * 10,\n              '-',\n              floor(tenure_in_months / 10) * 10 + 9) as tenure_range,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY tenure_range;
does premium tech support lead to lesser churn %\tSELECT premium_tech_support,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1
高级技术支持是否能降低客户流失率？\tSELECT premium_tech_support,\n       count(distinct case when customer_status = 'Churned' then customer_id\n                           else null end) * 100.0 / count(distinct customer_id) as churn_percentage\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1
what is the distribution of revenue per customer  ? make buckets of size 500, load a bar chart\tSELECT width_bucket(total_revenue, 0, 10000, 500) * 500 as revenue_range,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
客户收入分布情况如何？请按每500为一个区间划分，并绘制条形图。\tSELECT width_bucket(total_revenue, 0, 10000, 500) * 500 as revenue_range,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
what is the distribution of revenue per customer  ? make buckets of size 100\tSELECT width_bucket(total_revenue, 0, 10000, 100) * 100 as revenue_range,\n       count(*) as customer_count\nFROM   cutomer_retention.public.telecom_data\nGROUP BY 1\nORDER BY 1
